0, 1775, 
2, 2801, 
3, 8598, 
2, 1082, 
3, 1088, 
1, 18166, 
3, 1071, 
1, 1068, 
0, 14215, 
3, 1066, 
1, 1076, 
3, 1084, 
3, 1090, 
0, 1121, 
0, 1075, 
3, 1066, 
0, 1067, 
3, 1074, 
2, 63078, 
0, 1078, 
3, 1075, 
0, 1069, 
2, 15187, 
3, 2981, 
0, 1076, 
2, 1069, 
1, 62984, 
3, 1070, 
0, 1075, 
2, 1108, 
3, 1080, 
1, 7064, 
2, 7000, 
0, 1087, 
1, 7075, 
3, 15053, 
2, 7011, 
0, 7070, 
3, 1087, 
2, 3055, 
1, 14990, 
3, 1076, 
2, 7105, 
0, 15145, 
3, 7060, 
1, 1103, 
3, 1149, 
2, 3049, 
0, 1075, 
3, 7061, 
2, 1072, 
0, 1065, 
3, 3010, 
3, 1086, 
1, 31229, 
2, 6981, 
0, 3049, 
0, 1072, 
3, 1072, 
1, 1086, 
4, 257701, 
2, 6984, 
0, 1076, 
3, 6947, 
1, 3056, 
4, 7180, 
3, 1300, 
0, 7153, 
3, 1072, 
1, 7235, 
2, 30977, 
0, 15140, 
1, 7089, 
3, 15281, 
0, 3017, 
2, 7156, 
1, 3041, 
4, 63152, 
2, 2992, 
0, 15214, 
3, 30773, 
1, 15302, 
1, 1074, 
4, 15206, 
3, 3093, 
1, 1167, 
1, 1085, 
3, 1135, 
0, 31059, 
2, 31092, 
1, 7047, 
3, 7097, 
0, 6833, 
2, 1076, 
3, 1066, 
1, 1070, 
3, 1072, 
1, 1072, 
4, 62824, 
3, 1073, 
2, 31055, 
0, 31099, 
1, 1082, 
3, 1112, 
0, 1077, 
2, 1109, 
0, 1081, 
3, 3033, 
1, 7084, 
0, 3018, 
2, 6974, 
0, 1074, 
1, 14930, 
3, 14975, 
0, 6940, 
2, 1121, 
3, 2998, 
1, 1068, 
2, 7083, 
0, 1131, 
3, 1073, 
1, 7186, 
0, 7058, 
2, 15150, 
2, 1075, 
0, 1131, 
0, 1075, 
2, 1114, 
4, 126996, 
2, 1086, 
0, 1136, 
4, 7017, 
2, 1087, 
0, 2970, 
1, 63002, 
3, 62953, 
0, 1066, 
1, 2997, 
3, 1073, 
0, 1071, 
3, 1069, 
1, 7019, 
0, 7162, 
1, 6944, 
3, 1075, 
0, 6983, 
3, 1078, 
4, 63031, 
2, 63084, 
0, 1076, 
3, 15137, 
2, 1070, 
4, 7003, 
0, 1072, 
2, 1075, 
4, 1077, 
0, 7023, 
2, 1083, 
4, 2982, 
1, 62919, 
0, 3060, 
2, 1079, 
4, 6989, 
1, 7032, 
2, 1084, 
0, 7291, 
3, 63008, 
1, 7006, 
1, 1068, 
2, 7001, 
0, 1113, 
3, 1075, 
1, 1088, 
3, 1094, 
0, 6991, 
2, 15038, 
3, 2998, 
1, 15005, 
2, 6992, 
0, 3044, 
4, 62995, 
1, 7111, 
0, 1209, 
2, 7010, 
4, 1071, 
4, 1085, 
2, 1071, 
0, 7063, 
2, 1077, 
4, 1088, 
2, 1140, 
0, 1068, 
2, 1079, 
4, 6988, 
2, 1075, 
2, 1078, 
1, 62809, 
4, 1074, 
4, 1076, 
2, 14988, 
4, 1094, 
1, 1145, 
4, 1074, 
2, 15087, 
1, 7046, 
4, 1074, 
2, 7045, 
0, 63103, 
4, 1103, 
1, 1171, 
2, 1091, 
4, 1077, 
1, 3360, 
2, 6587, 
4, 1093, 
1, 1139, 
2, 7050, 
0, 30941, 
4, 1078, 
1, 3033, 
2, 3001, 
0, 15004, 
2, 1080, 
4, 3078, 
2, 1075, 
1, 14990, 
0, 6983, 
2, 1069, 
4, 2998, 
2, 1075, 
0, 6988, 
1, 14995, 
4, 1095, 
2, 7053, 
0, 15188, 
3, 254930, 
1, 7014, 
4, 2830, 
3, 1074, 
0, 7018, 
1, 1066, 
3, 1083, 
1, 1065, 
1, 1075, 
3, 1075, 
0, 31085, 
3, 1164, 
1, 7059, 
3, 1075, 
0, 2993, 
1, 2995, 
4, 63157, 
0, 7089, 
3, 7140, 
3, 1072, 
1, 15075, 
3, 1174, 
0, 7045, 
0, 1073, 
1, 2989, 
4, 30906, 
3, 6795, 
0, 3086, 
2, 126903, 
4, 7148, 
3, 1093, 
0, 1085, 
2, 3020, 
0, 1070, 
3, 7079, 
2, 1074, 
0, 1073, 
3, 1066, 
2, 3006, 
0, 1069, 
0, 1071, 
3, 1073, 
0, 1083, 
2, 7210, 
3, 1066, 
2, 1078, 
0, 1078, 
3, 7043, 
2, 3082, 
3, 3093, 
0, 1116, 
2, 1091, 
0, 1081, 
0, 1074, 
3, 15000, 
2, 7141, 
0, 1066, 
2, 1075, 
3, 2988, 
0, 1066, 
0, 1065, 
2, 1076, 
0, 1081, 
3, 6993, 
3, 1079, 
2, 1071, 
3, 6999, 
0, 1083, 
2, 1128, 
3, 1139, 
0, 1088, 
2, 2962, 
3, 6985, 
0, 1070, 
2, 14919, 
0, 1103, 
3, 6992, 
0, 1086, 
2, 1132, 
3, 2985, 
0, 1085, 
2, 7010, 
0, 1076, 
4, 254997, 
3, 2902, 
0, 1067, 
2, 7005, 
3, 2990, 
4, 15079, 
2, 1150, 
3, 3039, 
0, 1067, 
4, 1237, 
2, 1279, 
0, 7060, 
3, 15032, 
4, 2989, 
2, 1071, 
0, 7000, 
3, 6929, 
4, 7075, 
2, 7149, 
0, 6995, 
3, 1070, 
4, 2994, 
2, 15062, 
0, 6948, 
3, 7003, 
0, 1071, 
2, 14912, 
4, 14958, 
2, 1082, 
4, 1134, 
0, 15101, 
2, 1073, 
4, 7014, 
3, 31061, 
0, 3146, 
4, 7000, 
2, 7027, 
0, 1076, 
4, 2955, 
2, 1075, 
0, 2994, 
3, 7114, 
2, 1084, 
4, 1131, 
0, 1071, 
3, 1073, 
3, 1081, 
2, 6987, 
0, 1277, 
3, 7051, 
2, 7064, 
4, 31017, 
3, 1083, 
0, 7217, 
2, 1090, 
3, 1079, 
0, 1073, 
2, 3055, 
0, 1118, 
3, 3006, 
0, 1081, 
4, 31014, 
2, 1085, 
0, 1070, 
3, 6887, 
0, 1078, 
0, 1066, 
2, 1072, 
3, 3076, 
0, 1120, 
2, 1081, 
0, 1084, 
3, 6996, 
0, 1064, 
3, 1085, 
0, 1132, 
0, 1099, 
3, 1153, 
3, 1074, 
0, 1072, 
0, 1086, 
3, 1067, 
2, 62867, 
0, 1068, 
3, 1072, 
2, 3045, 
3, 1101, 
0, 1139, 
2, 1066, 
3, 3063, 
0, 1079, 
2, 2970, 
4, 127010, 
2, 1079, 
0, 1069, 
3, 15233, 
0, 1070, 
2, 14956, 
0, 1084, 
4, 31018, 
2, 1076, 
4, 1072, 
3, 30997, 
2, 1073, 
4, 6914, 
3, 2889, 
2, 7082, 
4, 1145, 
4, 1112, 
2, 1188, 
0, 62946, 
3, 15129, 
2, 1075, 
4, 15034, 
0, 7086, 
2, 1402, 
4, 7051, 
2, 1072, 
0, 3004, 
0, 1076, 
2, 1069, 
4, 7059, 
2, 1082, 
0, 1142, 
4, 1075, 
2, 1071, 
